author.headline,author.profile_url,author.username,full_urn,post_type,posted_at.date,posted_at.timestamp,stats.celebrate,stats.comments,stats.funny,stats.insight,stats.like,stats.love,stats.reposts,stats.support,stats.total_reactions,text,url,author.full_name,processed_text,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_compound,sentiment_label
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7357997583023165440,regular,2025-08-04 06:55:28,1754283328777,0,162,242,5,780,8,5,14,1049,"At this point i feel there are more protein brands than protein consumers 😅

Every protein brand is now- Lab tested, doctor recommended & clinically backed.

By 2026, every Indian will either launch a protein powder or be in one 😀

As a consumer, sure eat appropriate protein. But do it with purpose, not propaganda. Nutrition isn’t about being part of a trend.",https://www.linkedin.com/posts/dilipevs_at-this-point-i-feel-there-are-more-protein-activity-7357997583023165440-AKTe?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,at this point i feel there are more protein brands than protein consumers every protein brand is now lab tested doctor recommended clinically backed by every indian will either launch a protein powder or be in one as a consumer sure eat appropriate protein but do it with purpose not propaganda nutrition isnt about being part of a trend,0.0,0.891,0.109,0.4956,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7352599276381753345,regular,2025-07-20 09:24:32,1752996272178,43,952,0,1,1311,96,14,8,1459,"Founders Peak by Rainmatter- Zerodha. 
60+ founders met for 2hrs today morning doing just one thing- working on their physical and mental fitness. No pitch decks. No filters. Just founders, showing up.

This isn’t just for our portfolio. It’s for every founder in India-whether you’re funded by us, by someone else, or by no one at all. You just have to show up. 

We are coming to Gurgaon (July 26th) & Mumbai (August 2nd). 

Comment below if you want to join and you’ll get an invite link.",https://www.linkedin.com/posts/dilipevs_founders-peak-by-rainmatter-zerodha-60-activity-7352599276381753345-6XNj?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,founders peak by rainmatter zerodha founders met for hrs today morning doing just one thing working on their physical and mental fitness no pitch decks no filters just founders showing up this isnt just for our portfolio its for every founder in indiawhether youre funded by us by someone else or by no one at all you just have to show up we are coming to gurgaon july th mumbai august nd comment below if you want to join and youll get an invite link,0.072,0.85,0.078,-0.1027,Negative
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7351838960739905536,regular,2025-07-18 07:03:18,1752814998803,3,189,0,62,941,52,15,31,1089,"Every week, I get a 10 new startup pitches that says “We’ll deliver healthcare in 10 minutes.” Quick commerce is now rushing into healthcare. So I thought to do a breakdown on what’s hype and what might actually work in India. 

What could work?
1)30–60 min medicine delivery can work for chronic refills or acute needs. In metros with dense demand, it's useful. But 10-min isn’t necessary. Even same-day is fine for 90% of use cases. And honestly, your local chemist is already doing that.

2) Rapid diagnostics for home blood collection isn’t about speed but it’s about hygiene and reliability. A 2-hour sample pickup and next-morning results is a solid win. What we need is better logistics and trained phlebotomists, not faster scooters.

3)On-demand nursing or paramedic visits but for use cases like wound care, IV, injections. Could work with proper scheduling. Think “Ola for nurses,” not “Blinkit for bandages.” Needs backend infra for verification, training, EMR integration.

What won’t work (At least not now)
1) Ambulance in 10 mins sounds great until you hit Delhi or Bangalore traffic. Speed is useless without triage and location accuracy. What we really need is better coordination between hospitals and ambulance providers, not just faster wheels.

2) On-demand doctors in 10 mins is a bad idea. You don’t need any doctor fast but you need the right one. Discovery & matching are bigger problems than speed. Most video consults struggle with quality, not timing. Clinical care isn’t fast food. Trust takes time.

3) The 10-min everything app for healthcare is lazy ambition dressed up with VC money. Healthcare isn’t a SKU game but it’s complex, regulated, and hard to standardize like groceries. Great for funding buzz, terrible for trust and real outcomes.

Few thoughts if you really are passionate to build in healthcare. 
Trust > velocity.
Speed isn’t everything.
Infra & people ops > APIs.
Reliability > 10-min hacks.
Health is longitudinal & not transactional.

Good luck if you're building something in Healthcare in India.",https://www.linkedin.com/posts/dilipevs_every-week-i-get-a-10-new-startup-pitches-activity-7351838960739905536-0_m4?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,every week i get a new startup pitches that says well deliver healthcare in minutes quick commerce is now rushing into healthcare so i thought to do a breakdown on whats hype and what might actually work in india what could work min medicine delivery can work for chronic refills or acute needs in metros with dense demand its useful but min isnt necessary even sameday is fine for of use cases and honestly your local chemist is already doing that rapid diagnostics for home blood collection isnt about speed but its about hygiene and reliability a hour sample pickup and nextmorning results is a solid win what we need is better logistics and trained phlebotomists not faster scooters ondemand nursing or paramedic visits but for use cases like wound care iv injections could work with proper scheduling think ola for nurses not blinkit for bandages needs backend infra for verification training emr integration what wont work at least not now ambulance in mins sounds great until you hit delhi or bangalore traffic speed is useless without triage and location accuracy what we really need is better coordination between hospitals and ambulance providers not just faster wheels ondemand doctors in mins is a bad idea you dont need any doctor fast but you need the right one discovery matching are bigger problems than speed most video consults struggle with quality not timing clinical care isnt fast food trust takes time the min everything app for healthcare is lazy ambition dressed up with vc money healthcare isnt a sku game but its complex regulated and hard to standardize like groceries great for funding buzz terrible for trust and real outcomes few thoughts if you really are passionate to build in healthcare trust velocity speed isnt everything infra people ops apis reliability min hacks health is longitudinal not transactional good luck if youre building something in healthcare in india,0.112,0.74,0.147,0.9463,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7350035959809253376,regular,2025-07-13 07:41:30,1752385290650,23,68,0,2,885,98,8,5,1013,"2020: Sent a cold email to Nithin Kamath and raised capital.
2023: Working alongside him to back other founders.

Built a few startups. Shut some down.
Now backing founders who are braver than I was.
This is usually my answer when someone asks me to introduce myself.

Thanks to the good folks at GrowthX® unbundling some snippets from my past and present. If you're a founder and think I can be of help- just reach out.Always happy to chat.",https://www.linkedin.com/posts/dilipevs_2020-sent-a-cold-email-to-nithin-kamath-activity-7350036634114924544-eG2r?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,sent a cold email to nithin kamath and raised capital working alongside him to back other founders built a few startups shut some down now backing founders who are braver than i was this is usually my answer when someone asks me to introduce myself thanks to the good folks at growthx unbundling some snippets from my past and present if youre a founder and think i can be of help just reach outalways happy to chat,0.0,0.785,0.215,0.9413,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7348579224074539008,regular,2025-07-09 07:10:17,1752037817019,2,138,0,34,567,13,5,82,698,"Got a message yesterday from a friend that they lost their 7 day old baby last week. Got me thinking why this happens and turns out, it’s not uncommon.

India’s infant mortality rate is about 25 per 1,000 births. That’s 2.5% of infants who don’t survive. The sad part is that nearly 60% of these deaths are preventable with better care. 

This is where I believe AI in healthcare can truly make a difference. 
We can develop predictive models for at-risk pregnancies using maternal health data. Build remote monitoring systems that flag early signs of preterm labor. Even use image based diagnostics to catch neonatal infections before they turn fatal.

I hope more people building for healthcare in India focus on solutions that can detect risks early and save lives. No parent should lose a child to something we could’ve seen coming.",https://www.linkedin.com/posts/dilipevs_got-a-message-yesterday-from-a-friend-that-activity-7348579224074539008-ck2J?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,got a message yesterday from a friend that they lost their day old baby last week got me thinking why this happens and turns out its not uncommon indias infant mortality rate is about per births thats of infants who dont survive the sad part is that nearly of these deaths are preventable with better care this is where i believe ai in healthcare can truly make a difference we can develop predictive models for atrisk pregnancies using maternal health data build remote monitoring systems that flag early signs of preterm labor even use image based diagnostics to catch neonatal infections before they turn fatal i hope more people building for healthcare in india focus on solutions that can detect risks early and save lives no parent should lose a child to something we couldve seen coming,0.083,0.769,0.147,0.8675,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7347494832988135426,regular,2025-07-06 07:21:18,1751779278252,43,296,0,1,1089,93,15,11,1237,"Founders Peak by Rainmatter-Zerodha is live. Yesterday, 40+ founders came together to invest in something even more valuable than startup funding-their own mental, physical & emotional health. 

A random idea i posted online two weeks ago now has a shape & energy. I'll say it again- a founder’s health is the real moat of the business.

This isn’t just for our portfolio. It’s for every founder in India-whether you’re funded by us, by someone else, or by no one at all. No pitch decks. No filters. You just have to show up.

Why are we doing this? Because everyone talks about product market fit. But no one tells the founder: You are the most valuable IP in the company. Don’t burn out.

Which city should we do next? Drop your name, and we’ll send you an invite. 
Lets build this peak. See you soon!",https://www.linkedin.com/posts/dilipevs_founders-peak-by-rainmatter-zerodha-is-live-activity-7347494833889976320-yASm?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,founders peak by rainmatterzerodha is live yesterday founders came together to invest in something even more valuable than startup fundingtheir own mental physical emotional health a random idea i posted online two weeks ago now has a shape energy ill say it again a founders health is the real moat of the business this isnt just for our portfolio its for every founder in indiawhether youre funded by us by someone else or by no one at all no pitch decks no filters you just have to show up why are we doing this because everyone talks about product market fit but no one tells the founder you are the most valuable ip in the company dont burn out which city should we do next drop your name and well send you an invite lets build this peak see you soon,0.08,0.815,0.105,0.584,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7346770726890192897,regular,2025-07-04 07:23:57,1751606637690,6,64,0,4,651,38,9,44,743,"Four of the world’s top ten chess players are Indians today. The mainstream media is silent, too busy parading a single sport-you know which one. This is how quiet excellence goes unnoticed while hysteria sells.

That’s why we need more independent voices- be it journalists or everyday citizens.",https://www.linkedin.com/posts/dilipevs_four-of-the-worlds-top-ten-chess-players-activity-7346770726890192897-p-m8?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,four of the worlds top ten chess players are indians today the mainstream media is silent too busy parading a single sportyou know which one this is how quiet excellence goes unnoticed while hysteria sells thats why we need more independent voices be it journalists or everyday citizens,0.055,0.833,0.112,0.4588,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7346040644156432386,regular,2025-07-02 07:02:52,1751432572402,5,161,0,64,1024,16,20,68,1177,"Approx 68% of milk sold in India is adulterated. And this is per from government data. It isn’t just diluted with water but often spiked with- Detergent, Urea, Starch and sometimes even paint. We’re talking about the one food almost every household consumes daily, especially children.

We need a simple testing kit that any parent can use at home. 
Someone should build this. Many lives can be saved.",https://www.linkedin.com/posts/dilipevs_approx-68-of-milk-sold-in-india-is-adulterated-activity-7346040644156432386-_41X?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,approx of milk sold in india is adulterated and this is per from government data it isnt just diluted with water but often spiked with detergent urea starch and sometimes even paint were talking about the one food almost every household consumes daily especially children we need a simple testing kit that any parent can use at home someone should build this many lives can be saved,0.0,0.946,0.054,0.5719,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7337710537067114496,regular,2025-06-09 07:22:00,1749446520106,6,134,2,60,1177,39,44,179,1463,"Doctors in India die earlier than their patients. I know it sounds crude but what it means is Indian doctors have a life expectancy that’s nearly 10 years shorter than the average Indian. And this is reported by Indian Medical Association. 

The primary causes are Cardiovascular disease and infections. Ironically, the very things they work tirelessly to prevent.

Endure 10-12 years of medical education with the only aspiration to save lives but be at the receiving end of stress, anxiety, and long working hours. And be a part of a system that doesn’t give them time to care for their own health. The average Indian doctor clocks 60–80 hours a week and approx 300-400 doctors die by suicide every year. Mostly because of the impossible expectations they carry. It takes 10+ years of study before a doctor sees their first salary.

They’re taught that saving lives is everything. After 10hrs+ of work, you can then go and figure your own personal health & family life. And after all this, they’re now told that AI will make them obsolete. That their jobs will be replaced by software tools because the system is inefficient.

I meet atleast 50 companies a month that pitch AI solutions for healthcare. These tools matter and they can make processes faster and improve accessibility. No doubt Indian healthcare needs better processes and better tech. But what it needs more than anything is empathy.

India’s hospitals are crowded and the health crisis is real. But what’s also been ignored is the mental and physical health of our doctors & medical staff. 

This isn’t a rant against technology, AI or healthcare system. But a reminder to self and maybe a few who are reading this that without empathy and without recognizing the human cost, there will be no healthcare system left.",https://www.linkedin.com/posts/dilipevs_doctors-in-india-die-earlier-than-their-patients-activity-7337710537067114496-FONf?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,doctors in india die earlier than their patients i know it sounds crude but what it means is indian doctors have a life expectancy thats nearly years shorter than the average indian and this is reported by indian medical association the primary causes are cardiovascular disease and infections ironically the very things they work tirelessly to prevent endure years of medical education with the only aspiration to save lives but be at the receiving end of stress anxiety and long working hours and be a part of a system that doesnt give them time to care for their own health the average indian doctor clocks hours a week and approx doctors die by suicide every year mostly because of the impossible expectations they carry it takes years of study before a doctor sees their first salary theyre taught that saving lives is everything after hrs of work you can then go and figure your own personal health family life and after all this theyre now told that ai will make them obsolete that their jobs will be replaced by software tools because the system is inefficient i meet atleast companies a month that pitch ai solutions for healthcare these tools matter and they can make processes faster and improve accessibility no doubt indian healthcare needs better processes and better tech but what it needs more than anything is empathy indias hospitals are crowded and the health crisis is real but whats also been ignored is the mental and physical health of our doctors medical staff this isnt a rant against technology ai or healthcare system but a reminder to self and maybe a few who are reading this that without empathy and without recognizing the human cost there will be no healthcare system left,0.128,0.79,0.082,-0.9542,Negative
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7337347483863265280,regular,2025-06-08 07:19:21,1749359961477,8,71,0,6,612,117,11,17,760,"An advice from one entrepreneur to another thinking to become a founder today. Manifest this reality-it’s going to be hard. Harder than you imagine. Blogs and YouTube videos are designed to make you feel good. They’re useful, but they’re mostly made by people who seen some form of success. Don’t start thinking there’s a single linear path. The journey will be be scary and lonely.

Take care of your health, both physical and mental. Walk, run, meditate, lift, cycle, swim. Just do anything. Don’t wait for a crisis. There’s no pivot for your body.

Don’t take your relationships for granted. You think they’ll wait, but they won’t. And they shouldn't.  Everyone has finite time to build a life. You’re not wealthy if you have no one to share it with.

Lastly, don’t chase status. It’s the surest way to damage your joy and clarity. Every mistake is an opportunity to improvise. Get good at being corrected without being offended. The rest will follow if you build from a place of authenticity and love for the craft.",https://www.linkedin.com/posts/dilipevs_an-advice-from-one-entrepreneur-to-another-activity-7337347483863265280-es84?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,an advice from one entrepreneur to another thinking to become a founder today manifest this realityits going to be hard harder than you imagine blogs and youtube videos are designed to make you feel good theyre useful but theyre mostly made by people who seen some form of success dont start thinking theres a single linear path the journey will be be scary and lonely take care of your health both physical and mental walk run meditate lift cycle swim just do anything dont wait for a crisis theres no pivot for your body dont take your relationships for granted you think theyll wait but they wont and they shouldnt everyone has finite time to build a life youre not wealthy if you have no one to share it with lastly dont chase status its the surest way to damage your joy and clarity every mistake is an opportunity to improvise get good at being corrected without being offended the rest will follow if you build from a place of authenticity and love for the craft,0.109,0.666,0.224,0.9813,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7331191073827966976,regular,2025-05-22 07:35:58,1747892158944,12,46,1,16,553,51,8,14,647,"Every investor wants to back a disruptive startup that can make money. India sees 50,000+ new startups a year. And every founder gets asked the same question- What’s new in what you’re building? 

Maybe it’s time founders asked VCs the same. What’s new in your fund? What edge do you bring that a thousand others don’t?

People often ask why we cheer and share about startups we haven’t invested in. It’s because we are not just investors, we’re here to build ecosystems. And India needs that now. 

Most VCs love to talk about their portfolio. But the reality is, market doesn’t reward portfolios. It rewards categories. And in India, we need large movements along with unicorn outcomes. 

At Rainmatter, I’ve seen hot deals been let got :). We’ve never played the status game. We support founders and even their competitors, if it helps grow the category and the narrative. When more people understand health, money, and climate and more builders create solutions-everyone wins

Btw, we do podcast with founders we didn’t fund :). I share our observations and learnings openly from our portfolio companies. 

There are 2000 VC funds in India. I'm hoping some of them starts thinking beyond the old Silicon Valley VC model.",https://www.linkedin.com/posts/dilipevs_every-investor-wants-to-back-a-disruptive-activity-7331191073827966976-kNcB?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,Dilip Kumar,every investor wants to back a disruptive startup that can make money india sees new startups a year and every founder gets asked the same question whats new in what youre building maybe its time founders asked vcs the same whats new in your fund what edge do you bring that a thousand others dont people often ask why we cheer and share about startups we havent invested in its because we are not just investors were here to build ecosystems and india needs that now most vcs love to talk about their portfolio but the reality is market doesnt reward portfolios it rewards categories and in india we need large movements along with unicorn outcomes at rainmatter ive seen hot deals been let got weve never played the status game we support founders and even their competitors if it helps grow the category and the narrative when more people understand health money and climate and more builders create solutionseveryone wins btw we do podcast with founders we didnt fund i share our observations and learnings openly from our portfolio companies there are vc funds in india im hoping some of them starts thinking beyond the old silicon valley vc model,0.037,0.82,0.144,0.975,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7321409975757520897,regular,2025-04-25 07:49:23,1745560163440,4,73,0,2,436,35,6,11,488,"Everyone wants to live longer, but no one wants to do the boring stuff that actually makes it happen- eat right, move and sleep well. 

Longevity isn’t about living forever. It’s about staying healthy and capable for as long as possible.",https://www.linkedin.com/posts/dilipevs_everyone-wants-to-live-longer-but-no-one-activity-7321409975757520897-kVSA?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar,everyone wants to live longer but no one wants to do the boring stuff that actually makes it happen eat right move and sleep well longevity isnt about living forever its about staying healthy and capable for as long as possible,0.112,0.701,0.187,0.5927,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7320312217927577600,regular,2025-04-22 07:07:17,1745298437578,7,69,0,27,594,33,9,18,679,"Big fan of what Y Combinator has done for founders. But I’ve never understood the obsession with building a YC equivalent in India by investors here. I’m convinced it will never happen. Not because we lack talent or ambition, but because YC wasn’t just a structure. It was the outcome of a rare mix of time, place, and cultural defaults.

YC emerged in a place where risk was cheap, talent was abundant, trust was a default & failure was celebrated as a credential. India has almost none of those ingredients in the same proportion yet.

Indian founders are world class at surviving, hacking & stretching resources. But YC worked because it taught founders to focus on scaling instead of surviving.
Indian early stage capital still acts like it's lending money , not taking risk. Even seed rounds come with board seats and monthly reporting. 

The genius of YC was its narrative monopoly. They created status & not just capital. India’s status economy works differently. You can’t manufacture prestige in India without a IIT, IIM next to your name.

India won’t have its YC. But maybe that’s a good thing. 
What we need in India is founder first micro VCs with real skin in the game. A media and narrative engine that spotlights Indian builders solving Indian and world problems from India.",https://www.linkedin.com/posts/dilipevs_big-fan-of-what-y-combinator-has-done-for-activity-7320312217927577600-vkSJ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEeiloBmkZ8ZCccA8Ma0SR3CJTUPo9wcrA,Dilip Kumar,big fan of what y combinator has done for founders but ive never understood the obsession with building a yc equivalent in india by investors here im convinced it will never happen not because we lack talent or ambition but because yc wasnt just a structure it was the outcome of a rare mix of time place and cultural defaults yc emerged in a place where risk was cheap talent was abundant trust was a default failure was celebrated as a credential india has almost none of those ingredients in the same proportion yet indian founders are world class at surviving hacking stretching resources but yc worked because it taught founders to focus on scaling instead of surviving indian early stage capital still acts like its lending money not taking risk even seed rounds come with board seats and monthly reporting the genius of yc was its narrative monopoly they created status not just capital indias status economy works differently you cant manufacture prestige in india without a iit iim next to your name india wont have its yc but maybe thats a good thing what we need in india is founder first micro vcs with real skin in the game a media and narrative engine that spotlights indian builders solving indian and world problems from india,0.054,0.763,0.183,0.985,Positive
