urn,full_urn,posted_at,text,url,post_type,author,stats,media,pagination_token,article,reshared_post,document
"{'activity_urn': '7393232800516227072', 'share_urn': '7393232799991791616', 'ugcPost_urn': None}",urn:li:activity:7393232800516227072,"{'date': '2025-11-09 11:27:39', 'relative': '3 weeks ago • Visible to anyone on or off LinkedIn', 'timestamp': 1762684059266}","So, Messi is coming to India and tickets to just meet him are selling for 10–95 lakh. Meanwhile, our own football league (ISL) can’t even find a bidder. That’s the paradox of Indian sports. We will worship global icons but won’t invest in local talent. This isn’t about football or Messi. It’s about our obsession with instant inspiration and seeking vanity instead building a sports culture. We scream “India should qualify for the World Cup,” but won’t watch a domestic match or build a playground in our city.

Messi will leave after three days and there will be chats in office and home for two weeks. But that’s not enough. We’ve to fix our culture and invest in playing sports and local talent.",https://www.linkedin.com/posts/dilipevs_so-messi-is-coming-to-india-and-tickets-activity-7393232800516227072-elkH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 2576, 'like': 2245, 'support': 219, 'love': 68, 'insight': 30, 'celebrate': 11, 'funny': 3, 'comments': 180, 'reposts': 61}",,dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
"{'activity_urn': '7392791962740772864', 'share_urn': '7392791959674904576', 'ugcPost_urn': None}",urn:li:activity:7392791962740772864,"{'date': '2025-11-08 06:15:55', 'relative': '3 weeks ago • Visible to anyone on or off LinkedIn', 'timestamp': 1762578955350}","Sports is for everybody and every body. Never tell yourself you can’t do it. You are never too late. That’s Shilpa, my friend and training partner. You can see the pain on her face. That’s because she’s racing the clock to get to the finish line of a marathon. She is not a professional athlete but a senior exec in her mid 40s working in a tech company. For the past 15 years of running, she had one goal. To qualify for the Boston Marathon. And in this race she had to run under 3hr 45mins to qualify for her age category.

Why am i sharing this? We’ve a narrative in our society that people working 9 to 6 are always busy. And they can’t pursue goals which are outside their life at work or home. I’ve seen Shilpa train through pain, bad weather, and fatigue with consistency and no drama. For 16 weeks of the training we did together, there were good and bad days and days of self doubt & confidence.

What’s invisible in this frame is also the tough times she had to endure mentally. Loss in family, work stress and injuries. Shilpa always had a purpose towards running. And we’d made a promise to each other- both will try to qualify for Boston. I made another promise to come back after finishing my race to cheer & run with her for the last few miles. That’s me in the picture behind her.

We all have a hidden identity in our life. Sometimes it’s an aspiration to be something we always wanted to be or the pursuit of discovering the unknown. Playing sports is life’s way of asking, how bad do you want it? And why? You can see it in her face. That’s what giving everything looks like to find the “why”.

Play sports to find your why. You’re never too late.",https://www.linkedin.com/posts/dilipevs_sports-is-for-everybody-and-every-body-never-activity-7392791962740772864-P14Z?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 630, 'like': 495, 'support': 9, 'love': 110, 'insight': 2, 'celebrate': 14, 'funny': 0, 'comments': 34, 'reposts': 7}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQF8cbtaOPyvqg/feedshare-shrink_2048_1536/B56Zph5HC0I4A0-/0/1762578953304?e=1766620800&v=beta&t=qUyZGnMhHJQ_ZPEhzm2cmJDBiYLjKeJfQLzCZc3jsRw', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQF8cbtaOPyvqg/feedshare-shrink_2048_1536/B56Zph5HC0I4A0-/0/1762578953304?e=1766620800&v=beta&t=qUyZGnMhHJQ_ZPEhzm2cmJDBiYLjKeJfQLzCZc3jsRw', 'width': 1440, 'height': 960}]}",dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
"{'activity_urn': '7392080464125075456', 'share_urn': '7392080463021973505', 'ugcPost_urn': None}",urn:li:activity:7392080464125075456,"{'date': '2025-11-06 07:08:40', 'relative': '0 months ago • Visible to anyone on or off LinkedIn', 'timestamp': 1762409320861}","There is one health advice you will never hear from anyone. You can go to gym and build muscles, you can train to run and become a marathoner , you can get your 4ltr of water everyday, you can get your 7hrs of sleep , you can get all the superfoods and supplements. 

But if you don’t learn to deal the chaos in your head and bullshit people around you, you’re still going to be unhealthy. 

You can’t change the people around you. But you can change the people around you. 

Ignoring some people for your mental health is not a weakness. It is your superpower.",https://www.linkedin.com/posts/dilipevs_there-is-one-health-advice-you-will-never-activity-7392080464125075456-N7kd?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 2201, 'like': 1815, 'support': 91, 'love': 239, 'insight': 41, 'celebrate': 12, 'funny': 3, 'comments': 127, 'reposts': 37}",,dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
"{'activity_urn': '7389586926720344066', 'share_urn': '7389586925784977408', 'ugcPost_urn': None}",urn:li:activity:7389586926720344066,"{'date': '2025-10-30 10:00:15', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1761814815216}",Boss had sent this internal message a few days back. Take a print and frame it.,https://www.linkedin.com/posts/dilipevs_boss-had-sent-this-internal-message-a-few-activity-7389586926720344066-iVlp?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 381, 'like': 332, 'support': 2, 'love': 36, 'insight': 9, 'celebrate': 2, 'funny': 0, 'comments': 16, 'reposts': 3}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQHO3l1ZgrzMjA/feedshare-shrink_2048_1536/B56Zo0WJXlJoAw-/0/1761814813531?e=1766620800&v=beta&t=yMBP1DzvoO5Z2_otRgFthnWx1BImeVUtm3U_cOrbCPg', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQHO3l1ZgrzMjA/feedshare-shrink_2048_1536/B56Zo0WJXlJoAw-/0/1761814813531?e=1766620800&v=beta&t=yMBP1DzvoO5Z2_otRgFthnWx1BImeVUtm3U_cOrbCPg', 'width': 1179, 'height': 1147}]}",dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
"{'activity_urn': '7389167768824123393', 'share_urn': '7389167768174227457', 'ugcPost_urn': None}",urn:li:activity:7389167768824123393,"{'date': '2025-10-29 06:14:40', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1761714880186}","Request to startup founders. It’s ok to celebrate funding but also include others who made it happen. Most funding news only shows founders and investors in the photo. 

We should change this trend. Funding isn’t a solo milestone. It’s the outcome of hundreds of hours put in by the team making the product win. They’re the reason why you got funding. 

If we want to build enduring companies, we should celebrate the people who built the foundation, not just the ones who signed the term sheet.",https://www.linkedin.com/posts/dilipevs_request-to-startup-founders-its-ok-to-celebrate-activity-7389167768824123393-1PIC?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 792, 'like': 661, 'support': 55, 'love': 65, 'insight': 2, 'celebrate': 8, 'funny': 1, 'comments': 62, 'reposts': 6}",,dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
"{'activity_urn': '7388805599167365120', 'share_urn': '7388805597426724864', 'ugcPost_urn': None}",urn:li:activity:7388805599167365120,"{'date': '2025-10-28 06:15:32', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1761628532211}","This is a news i read a few months back. Most schools in India don’t have a playground. In our cities, there are barely any open spaces left to go out and play. Yet we all have an opinion about India’s next gold medal or the future of sports.

Most of our medal winners come from Tier 2 & 3 towns, and even they lack access to basic facilities.

Before we debate how to create champions, we need to build playgrounds and access. Whether it’s running, football, or playing any sport. India needs more places where people can simply show up and move.

That’s why Rainmatter has supported Michezo Sports , a company building sports infrastructure across India, giving everyday athletes, schools & communities a place to move, train, and play.

When more people play, we seed the next generation of athletes and medal winners.",https://www.linkedin.com/posts/dilipevs_this-is-a-news-i-read-a-few-months-back-activity-7388805599167365120-hD44?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 398, 'like': 332, 'support': 16, 'love': 45, 'insight': 1, 'celebrate': 4, 'funny': 0, 'comments': 36, 'reposts': 8}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQGWd1OyaOpgIA/feedshare-shrink_2048_1536/B56ZopPhvkI8Bs-/0/1761628530847?e=1766620800&v=beta&t=AoIEGb8hAuXw46az2W0j4a8dnT92aBSLrf91gEs_ju0', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQGWd1OyaOpgIA/feedshare-shrink_2048_1536/B56ZopPhvkI8Bs-/0/1761628530847?e=1766620800&v=beta&t=AoIEGb8hAuXw46az2W0j4a8dnT92aBSLrf91gEs_ju0', 'width': 1345, 'height': 1536}]}",dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
"{'activity_urn': '7386995341021204480', 'share_urn': '7386995340144631808', 'ugcPost_urn': None}",urn:li:activity:7386995341021204480,"{'date': '2025-10-23 07:22:13', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1761196933036}","Some startup founding stories are truly special. Met two founders with completely different backgrounds but one common problem they both lived-the lack of healthy food.

One is a computer science engineer who was preparing for the IAS and kept falling sick because of long study hours and poor food options. The other left a well paying IT job to pursue a life around sports.

Today, both are building a company that delivers healthy, freshly made meals to people’s homes every day. Started with a small kitchen and today delivering 700 meals per day.

India needs more such founders solving for everyday health in simple, scalable ways. Founders who live the problem always build differently. Especially when the problem is health. These are the entrepreneurship stories we should cheer for.",https://www.linkedin.com/posts/dilipevs_some-startup-founding-stories-are-truly-special-activity-7386995341021204480-9NYH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 607, 'like': 535, 'support': 20, 'love': 46, 'insight': 1, 'celebrate': 5, 'funny': 0, 'comments': 81, 'reposts': 5}",,dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
"{'activity_urn': '7385960659987111936', 'share_urn': '7385960659412254721', 'ugcPost_urn': None}",urn:li:activity:7385960659987111936,"{'date': '2025-10-20 10:50:45', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1760950245854}",Massive respect for people who send plain simple Happy Diwali messages as text and not gifs and pictures. Rare humans. Keep them close to you.,https://www.linkedin.com/posts/dilipevs_massive-respect-for-people-who-send-plain-activity-7385960659987111936-AQlp?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 1147, 'like': 856, 'support': 7, 'love': 83, 'insight': 1, 'celebrate': 2, 'funny': 198, 'comments': 89, 'reposts': 3}",,dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
"{'activity_urn': '7384451968842354688', 'share_urn': '7384451967961714688', 'ugcPost_urn': None}",urn:li:activity:7384451968842354688,"{'date': '2025-10-16 06:55:45', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1760590545855}","It's ok to do random jobs early in your career. One day, hard work, odd experiences, talent and luck will all meet.",https://www.linkedin.com/posts/dilipevs_its-ok-to-do-random-jobs-early-in-your-career-activity-7384451968842354688-sefy?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 1385, 'like': 1205, 'support': 33, 'love': 122, 'insight': 8, 'celebrate': 15, 'funny': 2, 'comments': 58, 'reposts': 8}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D4E22AQGWxG0u4R8N6A/feedshare-shrink_2048_1536/B4EZnrX7h.IIA0-/0/1760590544627?e=1766620800&v=beta&t=kSW0aGs_hc2Q02wQ4OIIPTD7ryhpSP6TDNBBfMo1E58', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D4E22AQGWxG0u4R8N6A/feedshare-shrink_2048_1536/B4EZnrX7h.IIA0-/0/1760590544627?e=1766620800&v=beta&t=kSW0aGs_hc2Q02wQ4OIIPTD7ryhpSP6TDNBBfMo1E58', 'width': 1338, 'height': 1304}]}",dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
"{'activity_urn': '7384092091917791232', 'share_urn': '7384092091309735936', 'ugcPost_urn': None}",urn:li:activity:7384092091917791232,"{'date': '2025-10-15 07:05:44', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1760504744510}","Some founders build something meaningful in their 20s, others in their 40s. And some take a decade to figure out what truly matters. There is no perfect timing, no rulebook that decides when you should startup and success should arrive.

Startups unfold in unpredictable ways. Some crawl for years before taking off and others find their rhythm overnight.

Let go of the pressure, comparisons, and the myth that you’re not where you’re “supposed to be.” And allow yourself to build freely without the weight of timelines and the fear that you’re too late or have missed your funding window or that your competitors are ahead.

There’s no deadline for building a company. Every founder’s pace is unique.",https://www.linkedin.com/posts/dilipevs_some-founders-build-something-meaningful-activity-7384092091917791232-lOEX?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 631, 'like': 549, 'support': 19, 'love': 52, 'insight': 5, 'celebrate': 6, 'funny': 0, 'comments': 68, 'reposts': 6}",,dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
"{'activity_urn': '7383380328301838336', 'share_urn': '7383380327798362112', 'ugcPost_urn': None}",urn:li:activity:7383380328301838336,"{'date': '2025-10-13 07:57:26', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1760335046840}","I know two founders we've backed who walked away from high paying tech careers to work with rural farmers. Today, they run 200–500 crore business selling everyday food without synthetic chemicals, pesticides, or antibiotics. This is scaling health and empowering rural farmers who are India's largest workforce. 

Agriculture is a $450 billion market and there is a massive untapped opportunity where a technologist, scientist and a farmer can build together in India. While everyone is caught up in trade wars, AI anxiety and career confusion- agriculture still feels a sector that is underrated but touches everyone , everyday. The future of India can be built with code + soil.",https://www.linkedin.com/posts/dilipevs_i-know-two-founders-weve-backed-who-walked-activity-7383380328301838336-IVxy?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGCAEu0BbKiDpa8cqr7EW4NkR5exUjrsREo,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 1641, 'like': 1489, 'support': 39, 'love': 68, 'insight': 20, 'celebrate': 25, 'funny': 0, 'comments': 110, 'reposts': 20}",,dXJuOmxpOmFjdGl2aXR5OjczMjM1NjcxNTYxNzkyMDYxNDgtMTc0NjA3NDQ3NTIwOA==,,,
