author.headline,author.profile_url,author.username,full_urn,post_type,posted_at.date,posted_at.timestamp,stats.celebrate,stats.comments,stats.funny,stats.insight,stats.like,stats.love,stats.reposts,stats.support,stats.total_reactions,text,url,author.full_name
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7133335498831380482,regular,2023-11-23 07:12:19,1700719939204,15,4,0,0,325,15,5,0,355,"From a small town girl to becoming India's fitness evangelist. 
An entrepreneur, a mother and a lifelong fitness enthusiast.

Exploring The Other Side of Shwetambari Shetty in the latest episode of the podcast. 
Links to the full podcast: 
Youtube : https://lnkd.in/gANvd7XK
Spotify: https://lnkd.in/gXRjupka
Apple podcast : https://lnkd.in/gTY4yxmr

We discussed a range of topics from
-Fitness landscape of women in India. 
-Lessons from training 10000+ women in India. 
-Women entrepreneurship. 
-Her startup exit to Curefit - house of cult
- Becoming a parent at 40 and continuing to stay fit. 
-Parenting kids to live a healthy life.
-The balancing act of a parent & entrepreneur. 

I hope you get out and start exploring your own other side soon.

If you're new to the podcast, you can find all the past video episodes here https://lnkd.in/gxHbvfJd",https://www.linkedin.com/posts/dilipevs_from-a-small-town-girl-to-becoming-indias-activity-7133336443883552769-cOEQ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7128254302426451968,regular,2023-11-09 06:39:00,1699508340322,2,6,0,0,168,10,2,0,180,"Women who play sports are underrated.
Women who do startups are underrated. 
But doing both is a superpower. 

In the latest podcast series of Startups building for health by Rainmatter, I'm talking to Jayanti Bhattacharya Co-founder of India Hemp and Co. An entrepreneur and an athlete.

We discussed the landscape of alternative proteins in India, building products for a new category, market opportunity of hemp for nutrition, balancing act of an entrepreneur and parent , toolkit to traverse through a regulated market and reimagining a new identity through fitness and kicking some balls ⚽ 😊 

Listen & watch to the full episode on 
Youtube: https://lnkd.in/gbMbR5qG
Spotify: https://lnkd.in/gSb5CBzW
Apple podcast: https://lnkd.in/gdpa9sU8

#entrepreneurship #startups #health #fitness #womeninbusiness #womenentrepreneurs",https://www.linkedin.com/posts/dilipevs_entrepreneurship-startups-health-activity-7128254629846413312-Agvu?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7117015330635268096,regular,2023-10-09 07:18:02,1696828682574,4,8,0,2,98,2,3,1,107,"Health startups in India 🇮🇳

Last week i shared the first set of names https://lnkd.in/eq4iv_Rm

Why? Because at Rainmatter Health, we meet many founders and startups.
We may invest only in a few but each one has a reason to exist. And more people should know about the work they do.

Every Monday I will share names of founders and their startups we have met. Here is another set of companies.

GoSports Foundation  Foundation - A non-profit organisation providing support to talented and emerging athletes. More support means more medals for the country.
Founders Nandan Kamath ,Roshan Gopalakrishna  

Revergon Solutions  Building solutions for MSK related pain and disorders.
Founder APURVA DANGI

Retü Foods nutrition for restorative health.
Founders Lavindra , Dr Ritu Chhatwal

Bonatra  Using data science and technology to manage and reverse chronic diseases.
Founders Rahul Kishore Singh Ramanpreet Singh Arora  Amit Acharya 

Sugar Watchers  Making low Glycemic Index (GI) food available to everyone.
Founders Treman Singh Ahluwalia   Ananya Raniwala  Karan Jain

Floryo  Making fresh staple foods available to everyone.
Founder Manohar Kumar

SocialBoat - Women Health-  Helping women manage chronic menstrual issues. 
Founders Swapnil Vats , Rahul jain

Umrit - Solving for personalised health and longevity using data and science across different vectors of nutrition, sleep and exercise.
Founders Subhendu Panigrahi , Yashodhara Satpathy 

Happy Ratio  QSR for healthy meals.
Founder Harsh Batra 

furo.fit  A social platform for health and wellness making corporates a healtheir workplace.
Founders Abhishek Roy  Ashrith G 

Resolute (HumanFractal.Ai) An integrated health platform that gives deep insights on blood tests and creates customised feedback loop.
Founders Vikas G., Srinivasa Vivek Jothiprakasam

myUpchar.com digital health clinic for Indians in Tier2/3 cities
Founder Rajat Garg

Pee Safe  Making products for women's personal hygiene and more.
Founders Srijana Bagaria , Vikas Bagaria , Rithish Kumar  
Disclosure: We are an investor in PeeSafe :)

If you've tried these products or solutions, do share the feedback to the founders.",https://www.linkedin.com/posts/dilipevs_%E0%A4%AD%E0%A4%B0%E0%A4%A4-%E0%A4%95-%E0%A4%B8%E0%A4%AC%E0%A4%B8-%E0%A4%AC%E0%A5%9C-%E0%A4%B9%E0%A4%B2%E0%A4%A5-%E0%A4%B8%E0%A4%88%E0%A4%9F-indias-1-activity-7117015330635268096-ZHAo?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7103281575559106560,regular,2023-09-01 12:00:03,1693562403803,18,16,0,1,538,31,10,1,589,"600 gold medals 🥇 . Olympian. Now an entrepreneur. 

This is a fascinating conversation of how a young girl who dreaded swimming went on to win 600+ gold medals and represented India in Olympics.

In this podcast, I’m talking to Nisha Millet. An Arjuna award winner, she has won numerous domestic & international events. Was the only woman in the 2000 olympics swim team from India. Now a mother of two and an entrepreneur. 

In this podcast we discussed:
- How parents can play a role in creating future olympians.
- The importance of sports & fitness in the personal development of a child. 
- How professional athletes train and manage life. 
- Her comeback and challenges post retirement from professional swimming.  
- Overcoming mental health challenges. 
- Journey from an athlete to an entrepreneur.
- The thin line between parental , societal expectations and own self. 
- Regaining her lost fitness post child birth. What worked and dint. 
- Her current training routine to be an endurance runner and CrossFit athlete.

There are a lot to takeways from this conversation and I hope this is useful to you. 

Links to the full podcast
Youtube : https://lnkd.in/gZK-KSWA
Spotify: https://lnkd.in/gYJPct9w
Apple podcast : https://lnkd.in/gC6pW4Gg

If you are new to the podcast, you can find all the past video episodes here https://lnkd.in/gxHbvfJd",https://www.linkedin.com/posts/dilipevs_600-gold-medals-olympian-now-an-entrepreneur-activity-7103315564520996864-RSIv?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7100026469761896449,regular,2023-08-23 11:58:09,1692784689948,3,3,0,0,138,5,6,1,147,"Startups building for health X Rainmatter

This is a new podcast series to explore conversations with startups and their founders reimagining the business of health, fitness & nutrition.

India has massive health problems. Physical & mental health , nutrition and more. Lifestyles diseases have collectively affected over 400 million Indians across age groups. And we need entrepreneurs to solve for these problems. Not one but many should attempt.

In this series, the conversations will be to explore what these entrepreneurs are building and why it's important. 

In the first episode, i'm joined by Adnan Adeeb, Co-founder of Spectacom Global. The company behind Devils Circuit, Bunkerfit and GetmyBIB.
Listen to the full episode on 
Youtube: https://lnkd.in/gSuMSs3b
Spotify: https://lnkd.in/gNxwDYGu
Apple podcast: https://lnkd.in/gFnHQVSB

Adnan and Zeba are building an ecosystem of fitness and sporting assets to make staying fit fun and exciting for people of all age groups.

We discuss the founding story , how they got the first 100 participants for their first race, the near closure of the company and how the team revived and scaled back post pandemic, the unknowns of sports business in India, transition from a physical experience product to a platform company. And the new stuff they are building to redefinine fitness entertainment.

If you participate in any of the Devil Circuit race, the war cry #booyah will reverberate in your head for next few days 😊 

Hope you enjoy the episode.

If you have any questions or feedback for Adnan and Zeba, drop a comment below and they will respond.",https://www.linkedin.com/posts/dilipevs_booyah-activity-7100053596188114944-Gk15?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7097897969718366208,regular,2023-08-17 13:12:32,1692270752028,0,5,0,2,64,5,3,0,71,"Founder depression is a common reality among entrepreneurs of all stripes.
Never show weakness and be the cheerleader in tough situations is over celebrated. 

Reality is founders are 30% more likely to experience depression than others. 
https://lnkd.in/gdJF7Wz5

Recent studies put the number of founders with some form of mental health issue at 49%

It’s important to normalize mental health issues in startups.

Raghunandan has been a tremendous help to me when I was building and remains a trusted advisor and friend to many entrepreneurs.

If you are founder, go find your Raghu 😊

We discuss tools for mental health for founders in detail on the podcast 

Youtube : https://lnkd.in/gthmks2x
Spotify: https://lnkd.in/gQjBJ7Uv
Apple podcast : https://lnkd.in/gmw5YUfz",https://www.linkedin.com/posts/dilipevs_founder-depression-is-a-common-reality-among-activity-7097897984314511360-u-Ro?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7097086756893687808,regular,2023-08-15 07:29:00,1692077340339,6,1,0,1,95,15,5,2,119,"As long i live, i will play and win”

That’s Bhagwani Devi. 
A 95-year-old athlete from Delhi ✨ 

She won three gold medals for India at the World Masters Athletics Indoor Championships at Poland. 🥇 

Not just in one sports. But three different sports- 60mtr running, shot put and discus throw.

After the championship she said “As long i live, i will play and win”

She was not an athlete in her younger days. 
Had hardships all through her growing years. 
Lost husband & one son in her 30’s. 
Worked at farm to earn a living.

Started playing sports at the young age of 94 encouraged by her grandson Vikas Dagar—a national para-athlete.

Training at this age is not easy. But she now has a competent team that manages all aspects of her strength, nutrition & fitness.

Sport is a great way to stay healthy. 
Find what is fun to you. 
Makes you move. 
And you enjoy the most. 

Bhagwani Devi found the athlete in her in 90’s.
I found mine in my mid 30’s. 
Good luck to finding the athlete in you!",https://www.linkedin.com/posts/dilipevs_as-long-i-live-i-will-play-and-win-that-activity-7097086756893687808-Ab6F?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7093513909466263552,regular,2023-08-05 10:51:59,1691225519901,6,4,0,0,136,31,10,1,174,"Everyone has a reason to race.
We all need to find that reason.
At work or on the field.

A few years after the death of her husband, Marjorie was inspired to run her first marathon. After seven months of training, this 81-year-old ran in the NYC Marathon as a dedication to her husband.

She trained for it.
At an age, when most will write her off.

The marathon doesn't owe you anything.
When you run a marathon, you run against your own fears.
Not against the other runners.",https://www.linkedin.com/posts/dilipevs_everyone-has-a-reason-to-race-we-all-need-activity-7093513963023306752-DlQx?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7087734725133422593,regular,2023-07-20 12:07:22,1689847642215,0,7,0,0,78,7,0,1,86,"Every step counts 

The choice you make is the gap between your desire & commitment.

 Zerodha & Rainmatter getting the basics right.",https://www.linkedin.com/posts/dilipevs_every-step-counts-the-choice-you-make-is-activity-7087734725133422593-7E6i?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7087318752261779456,regular,2023-07-19 08:36:23,1689748583274,8,17,0,2,318,17,11,1,346,"Mother of Two. An Ultramarathoner.
And perhaps the fastest CFO in India.

In this eighth episode of ""The Other Side"", I'm talking with Rashmi Mohanty who is currently the CFO of SBI Card. An endurance athlete who runs 100km races to explore her mental & physical limits.

In this podcast we unpack her other side:
- Her journey from a college athlete to corporate boardroom.
- Revisiting her passion for sports & fitness after becoming a mother of two toddlers.
- Chasing peak athletic pursuits in her 50's.
- Balancing training between family & professional commitments.
- Experiences of running some of the toughest races in the world.
- Toolkit to overcome challenges faced by women in corporate & sports.

There are a lot of takeways from this conversation and I hope it inspires you to get out and start building your other side soon

Links to the full podcast:
Youtube : https://lnkd.in/g3GWp6CP
Spotify: https://lnkd.in/gpsvEW7f
Apple : https://lnkd.in/gctriuMP

If you're new to the podcast, you can find all the past video episodes here https://lnkd.in/gxHbvfJd

#fitness #fitmom #womeninsports #womeninbusiness #marathon #womenhealth",https://www.linkedin.com/posts/dilipevs_fitness-fitmom-womeninsports-activity-7087319241820966912-Rm-8?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7084048363146416128,regular,2023-07-10 07:59:05,1688968745028,4,17,0,2,144,1,6,10,161,"Admire them. But don't get influenced.
You know they don't eat any of it. Right?

Tell your kids too.
They may be surprised. 
But they should know this too.

Not entirely the fault of athletes. 
Maybe some bit.
Good marketing is influencing the gullible.

Now you know it.

There is no proxy to regular whole foods.",https://www.linkedin.com/posts/dilipevs_admire-them-but-dont-get-influenced-you-activity-7084048363146416128-d4rG?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7077558582514233344,regular,2023-06-22 10:11:00,1687421460751,0,2,0,0,18,1,0,0,19,"Doing a podcast this weekend with Dr. Abby Philips also known as TheLiverDoc on Twitter. https://lnkd.in/gHqX2jQD 

What would you like me to ask him? Suggestions on questions and topics?

My idea is to explore what is right & wrong about health that we see and read daily. And maybe establish some tools that everyone can use to create their own health protocols.",https://www.linkedin.com/posts/dilipevs_doing-a-podcast-this-weekend-with-dr-abby-activity-7077558582514233344--Sb7?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7072800005954134016,regular,2023-06-09 07:02:07,1686286927689,3,33,0,28,622,6,42,26,685,"AI & ChatGPT may not solve for this.
You have to.

Becoming unhealthy is not an event. 
It is a process.

❎ 11.4% Indians are diabetic. 
❎ 35.5% Indians suffer from hypertension. 
❎ 28.6% Indians have generalised obesity.
❎ The rates of childhood obesity in our country should be a national emergency.

Unpopular opinion. One out of five here might be one of this. 

What can you do?
1. Prioritise physical activity. Nothing is more important. 
2. Eat healthy. Don’t be the profit machine to processed & packaged food industry. 

Your only goal should be to be in your kids & partners life as long as you can. 

If you wait until you're motivated, you’ve already lost.

Source: https://lnkd.in/e7CeibeE",https://www.linkedin.com/posts/dilipevs_ai-chatgpt-may-not-solve-for-this-you-activity-7072800005954134016-6bXI?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7064905540245622784,regular,2023-05-18 12:12:20,1684404740572,12,33,0,0,99,16,0,0,127,"GOALS
They look far and hazy unless you keep chasing them. 
Every day, every week, every month.


In 2020, I set a goal to run a Sub 3hr marathon. 
For 4months, I was chasing this goal. It was up on my wall 😊 
To become Sub 3 marathoner.

And every week, I got two inch closer.

I’ll wake up and stare at the wall reminiscing all the past training and before going to bed muster whatever left for the next day.

Marathon training is just learning to be bored while you're hurting. 

Did i meet my goal? ...Yes, I finished 2:59:52 😌 
But those 16 weeks changed me a lot.
as an entrepreneur,
as a colleague,
as a husband,
as a friend,
and as an athlete.

There are maybe 100 men in India who can run Sub3hr marathon.
I'm one of them.
Today a 2:55:58 Marathoner.
Head high, heart full.

Everyone teaches motivation. But no one learns discipline.
Motivation is in abundance. Discipline is scarce. 

The progress in your goals is the gap between your desire and commitment. 

This is the exact training plan i followed to become a Sub3hr marathoner 😊 👇 


I host a podcast called  ""The Other Side” 
Video https://lnkd.in/gxHbvfJd
Audio https://pod.link/dilip",https://www.linkedin.com/posts/dilipevs_goals-activity-7064905541000589312-vQSa?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7059097875628097537,regular,2023-05-02 11:34:45,1683020085246,4,22,0,0,135,9,3,1,149,"Entrepreneurs playing valuations & talking funding are overrated.
Entrepreneurs playing sports & talking health are underrated. 

Do you know any of these underrated folks?

Few folks I know who walk the talk. 
Vineeta Singh 
Jayanti Bhattacharya 
Nithin Kamath 
Rishi Vasudev 
Adnan Adeeb 
Gauravjeet Singh 
Abhishek Roy 
Nirupa Shankar 
Lizzie Chapman 
Raghunandan G 
Aditya Ghosh 
Ed Baker 
Vijayaraghavan Venugopal 

I host a podcast- The Other Side, exploring the mental & physical routines of entrepreneurs. Unpacking things that makes them unique. 

Tag the founders in comments you think I should get on the podcast. 

Link to the podcast https://lnkd.in/gxHbvfJd",https://www.linkedin.com/posts/dilipevs_entrepreneurs-playing-valuations-talking-activity-7059097875628097537-m9ji?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7057521621883916288,regular,2023-04-28 08:30:01,1682663401178,32,52,1,5,956,58,28,3,1055,"50 marathons & 20 years of running.
That's the other side of Pankaj Rai (He/Him/His)

This is the fifth episode of my podcast The Other Side. 
It's been a while and i will be regular going forward 😊

My guest for this episode is Pankaj Rai. He is Chief Data & Analytics officer at Aditya Birla Group. And has worked with many large corporations at senior leadership positions.

In this podcast we unpack the other side which most don't know about him.
- How running helps him to connect with people.
- Physical training routines that guides him to run 2-3 marathons every year.
- His toolkit for mental health
- The secret behind him finishing 3hr 45 mins at Tata Mumbai marathon 2023 at age 50+ 😀
And much more...

I hope this conversation inspires you to get out and start building your own other side soon.

Links to the full podcast

Youtube : https://lnkd.in/gspQ5wvJ
Spotify:https://lnkd.in/gfB3Vp6H
Apple podcast : https://lnkd.in/grP97p6V

If you're new to the podcast, you can find all the past video episodes here
https://lnkd.in/gxHbvfJd",https://www.linkedin.com/posts/dilipevs_50-marathons-20-years-of-running-thats-activity-7057601834214977536-R38D?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7051078819134259200,regular,2023-04-10 08:29:53,1681108193191,0,29,26,5,104,2,1,3,140,"Can you find anything healthy inside?

The global packaged food industry is valued at $1.08 trillion.
Now you know why. 

Your body is your business. 

You can create a health monopoly when packaged & processed food companies can’t make profit from you.

Pic source : unknown",https://www.linkedin.com/posts/dilipevs_can-you-find-anything-healthy-inside-the-activity-7051078819134259200-Gj_c?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7049963682197360640,regular,2023-04-07 06:38:43,1680842323827,60,28,0,3,680,54,44,6,803,"“As long i live, i will play and win”

That’s Bhagwani Devi. 
A 95-year-old athlete from Delhi ✨ 

She won three gold medals for India at the World Masters Athletics Indoor Championships at Poland. 🥇 

Not just in one sports. But three different sports- 60mtr running, shot put and discus throw.

After the championship she said “As long i live, i will play and win”

She was not an athlete in her younger days. 
Had hardships all through her growing years. 
Lost husband & one son in her 30’s. 
Worked at farm to earn a living.

Started playing sports at the young age of 94 encouraged by her grandson Vikas Dagar—a national para-athlete.

Training at this age is not easy. But she now has a competent team that manages all aspects of her strength, nutrition & fitness.

Sport is a great way to stay healthy. 
Find what is fun to you. 
Makes you move. 
And you enjoy the most. 

Bhagwani Devi found the athlete in her in early 90’s.
I found mine in my mid 30’s. 
Good luck to finding the athlete in you!",https://www.linkedin.com/posts/dilipevs_as-long-i-live-i-will-play-and-win-that-activity-7049963682197360640-rdpi?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7027589729277657088,quote,2023-02-04 11:52:37,1675507957897,0,8,0,0,8,2,0,1,11,"Priyanka Gupta asked me why the heck i'm so keen to prioritise fitness. And it took 60 mins to explain the ""Why"". 

I hope our conversation is useful in some way. 

Please remember, becoming unhealthy is not an event. It is a process. Like a plane crash, becoming unhealthy is rarely caused by one thing going wrong. Usually, it is a series of ignorance— lack of physical exercise, compromising on sleep, food choices & stress.  All these will interact and then compound. I realised the process late in my life though. 

It's very rare to meet people who are driven by genuine curiosity and passion to learn a new skill. Priyanka is one of them. 

Link to the full podcast in the comment section below.",https://www.linkedin.com/posts/dilipevs_fitness-entrepreneur-podcast-activity-7027589729839693824-O31E?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7027174962935328768,regular,2023-02-03 08:25:07,1675409107150,1,4,1,0,49,2,0,0,53,"Nithin Kamath invites competition. But not in stock brokerage. 


You should watch the full episode to understand why every entrepreneur should also be a sports person. All the guest i spoke with on my podcast have this common trait of playing some sport. Why?

Ofcourse you gain fitness.

But there are benefits beyond that. What are they?

- Develops a mindset to deal with pressure and competition. 
- Builds mental models for proactive thinking and problem solving. 
- Learning from injuries will prepare you to handle failures. 
- Builds mental toughness. Every game starts with zero. 
- Teamwork. Giving up the ‘Me’ for the ‘We’.
- Sometimes playing defense can be a superpower. 
- Everyone has a shelf life. Nithin calls it the ‘energy efficiency’ 

What sport do you play that has benefitted you the most? 

#fitness  #podcast #entrepreneur #startup #sports #health",https://www.linkedin.com/posts/dilipevs_fitness-podcast-entrepreneur-activity-7027175119756156928-ce7T?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7020640329997434880,regular,2023-01-16 07:38:30,1673851110852,1,1,0,0,47,1,1,2,51,"A poignant reminder to everyone. Watch this now. You could be a founder, C level executive, manager, team leader or just getting into professional world. 

Recalling the evocative thoughts shared by Nithin & Rajiv in the podcast earlier https://lnkd.in/g5yPHgC9

Nithin -  ""How you take care of your health post 35 is what determines quality of life post 60. Backcasting is a powerful tool. Start working on it today.""

Rajiv - ""If the avg lifespan is 80, after 37.5 years of age you’re no longer a time billionaire. You don’t have more than billion seconds to live. That’s the time wealth everyone has got. Regardless what your net worth is or assets you have made. Invest your time on your health.""

Third episode of the podcast releases end of this week. 

Video credits to Heart & Stroke foundation, Canada.",https://www.linkedin.com/posts/dilipevs_a-poignant-reminder-to-everyone-watch-this-activity-7020640409651486720-LGB8?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7019556923045806080,regular,2023-01-13 07:53:07,1673592787709,1,6,0,0,23,2,0,2,28,"This weekend will see the biggest marathon of the country unfold.

Tata Mumbai Marathon 2023!

This is a summary of my learnings from the last two marathons i ran

Why is it relevant here?
Everyone on Linkedin is an athlete of some kind. 
Running a marathon of some kind. 

As an entrepreneur, leader, manager or colleague.
As a parent, friend, child or sibling.

Good luck if you're running TMM this sunday!",https://www.linkedin.com/posts/dilipevs_finding-the-athlete-activity-7019556923859501056-SNfr?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar
